"","x","y","key","Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"274",211.82,74.85,"sntl_414","Copper Camp",414,"Montana","SNOTEL","Lewis And Clark",6950,47.08158,-112.72955,170102030103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.1,NA,NA,79,86,99,54,58,-3.2,36,28,16,"",NA,NA,24.22,22.3,11.5,44.9,"2001","2008",43
"275",258.21,88.68,"sntl_427","Crystal Lake",427,"Montana","SNOTEL","Fergus",6050,46.78942,-109.51205,100401030204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.3,107,112,104,111,100,63,64,0.9,62,17,27,"",8.7,8.3,8.98,8.4,4.9,15,"2017","2011",43
"276",245.72,89.48,"sntl_919","Daisy Peak",919,"Montana","SNOTEL","Meagher",7600,46.66858,-110.33022,100402010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.3,102,103,93,102,97,52,53,0.1,52,13,14,"",6.2,6.1,6.77,6.2,3.9,10.1,"2017","2018",26
"277",191.75,90.89,"sntl_433","Daly Creek",433,"Montana","SNOTEL","Ravalli",5780,46.18367,-113.8533,170102050901,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,92,97,91,95,97,61,65,-0.4,38,26,16,"",7.5,7.1,7.6,7.3,4.2,15.2,"1984","1997",41
"278",191.71,113.15,"sntl_436","Darkhorse Lake",436,"Montana","SNOTEL","Beaverhead",8945,45.17367,-113.58448,100200040301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.6,90,98,88,93,100,54,57,-1.4,43,24,14,"",20.7,19,21.03,20,12.4,34.8,"2001","1997",41
"279",241.02,86.04,"sntl_437","Deadman Creek",437,"Montana","SNOTEL","Meagher",6450,46.79279,-110.67545,100301030401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,106,107,96,99,100,66,67,-0.05,49,28,26,"",7,6.9,7.71,7.45,3.7,13,"1987","1978",54
"280",213.36,125.41,"sntl_448","Divide",448,"Montana","SNOTEL","Madison",7800,44.79317,-112.05645,100200030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,62,61,63,63,100,34,35,-2.5,2,45,2,"2nd Lowest",6.8,6.9,6.63,6.7,3.6,11.5,"1977","1997",46
"281",215.13,53.96,"sntl_458","Dupuyer Creek",458,"Montana","SNOTEL","Teton",5750,48.06341,-112.7573,100302010501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,51,58,54,59,100,32,33,-2.2,19,31,8,"",6.3,5.5,5.95,5.4,0.7,16,"2005","1991",38
"282",245.7,114.97,"sntl_1105","East Boulder Mine",1105,"Montana","SNOTEL","Sweet Grass",6335,45.50381,-110.08019,100700020701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,NA,NA,91,89,100,49,50,-0.4,42,8,6,"",NA,NA,3.5,3.6,0.4,6.1,"2015","2018",13
"283",239.45,92.54,"sntl_1106","Elk Peak",1106,"Montana","SNOTEL","Meagher",7600,46.4845,-110.7125,100402010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,NA,NA,57,58,100,33,38,-6.7,0,13,1,"Lowest",NA,NA,15.95,15.8,9.1,25.4,"2021","2018",13
"284",199.61,42.99,"sntl_469","Emery Creek",469,"Montana","SNOTEL","Flathead",4350,48.43412,-113.93725,170102090703,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.9,93,93,93,95,96,65,66,-0.5,43,26,20,"",10.7,10.6,10.67,10.4,5.7,17.9,"1977","1997",45
"285",246.34,124.74,"sntl_480","Fisher Creek",480,"Montana","SNOTEL","Park",9100,45.06235,-109.94488,100700060202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",23.9,100,107,94,101,100,60,64,0.3,54,26,29,"",23.8,22.3,25.49,23.6,13.3,44.5,"2001","1997",55
"286",202.23,35.45,"sntl_482","Flattop Mtn.",482,"Montana","SNOTEL","Flathead",6300,48.80225,-113.85713,170102070501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",33.7,105,112,103,110,100,69,72,3.2,59,22,31,"",32.2,30,32.73,30.5,16.1,48.8,"2001","1999",52
"287",217.33,89.98,"sntl_487","Frohner Meadow",487,"Montana","SNOTEL","Jefferson",6480,46.43545,-112.19277,100301011305,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,118,118,106,107,98,64,67,0.4,67,17,32,"",5,5,5.57,5.5,3.1,10.1,"2002","2018",49
"288",175.12,26.22,"sntl_918","Garver Creek",918,"Montana","SNOTEL","Lincoln",4250,48.97523,-115.81915,170101030202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,103,110,98,100,100,71,73,0,52,26,27,"",7.4,6.9,7.72,7.6,3.8,14.4,"1984","1997",53
"289",189.77,30.57,"sntl_500","Grave Creek",500,"Montana","SNOTEL","Flathead",4300,48.91453,-114.76663,170101010801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,83,83,84,84,97,61,62,-1.8,22,36,10,"",11.5,11.6,11.46,11.4,6.3,18,"1977","1978",46
"290",186.15,43.13,"sntl_510","Hand Creek",510,"Montana","SNOTEL","Flathead",5035,48.30754,-114.84075,170102100304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,87,90,88,92,100,60,60,-0.6,34,30,15,"",8.2,7.9,8.07,7.7,2.8,15.5,"2005","1997",45
"291",173.21,25.88,"sntl_516","Hawkins Lake",516,"Montana","SNOTEL","Lincoln",6450,48.9723,-115.95337,170101050201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.4,93,97,86,87,98,55,56,-2.4,38,33,21,"",17.7,16.9,19.07,18.8,8.8,36.5,"2001","1974",53
"292",177.66,70.69,"sntl_530","Hoodoo Basin",530,"Montana","SNOTEL","Mineral",6050,46.9751,-115.0349,170102040607,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",24.4,84,89,79,83,100,52,54,-5.1,28,40,16,"",29.2,27.4,31.01,29.5,9.8,54.1,"1977","1971",55
"293",197.13,122.91,"sntl_1287","JL Meadow",1287,"Montana","SNOTEL","Beaverhead",8800,44.77665,-113.12217,100200011202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,NA,NA,80,85,100,43,43,-1.2,0,3,1,"Lowest",NA,NA,8.37,7.9,6.7,10.5,"2021","2020",3
"294",197.9,64.71,"sntl_562","Kraft Creek",562,"Montana","SNOTEL","Missoula",4750,47.42749,-113.77515,170102110104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,NA,NA,87,88,100,63,65,-1.2,38,26,13,"",NA,NA,10.15,10,3.8,20.9,"2005","1997",41
"295",216.14,130.38,"sntl_568","Lakeview Ridge",568,"Montana","SNOTEL","Beaverhead",7400,44.58907,-111.82498,100200010105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,70,75,75,77,100,45,48,-1.5,26,32,12,"",7.3,6.8,6.79,6.6,2.4,12,"1994","1999",43
"296",193.11,117.38,"sntl_576","Lemhi Ridge",576,"Montana","SNOTEL","Beaverhead",8100,44.9938,-113.44399,100200011106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,94,97,91,96,100,53,55,-0.25,40,28,17,"",7.1,6.9,7.33,6.95,3.4,11.4,"1977","1976",46
"297",232.35,112.91,"sntl_578","Lick Creek",578,"Montana","SNOTEL","Gallatin",6860,45.5041,-110.96625,100200081001,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,96,100,85,91,97,46,52,-0.7,40,35,21,"",7,6.7,7.84,7.4,4.6,13.7,"2005","1965",58
"298",224.62,116.71,"sntl_590","Lone Mountain",590,"Montana","SNOTEL","Madison",8880,45.27412,-111.42692,100200080201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.2,93,94,89,93,100,50,52,-0.9,45,17,14,"",12,11.9,12.62,12.1,8.6,22.1,"1994","1997",30
"299",170.02,58.48,"sntl_594","Lookout",594,"Idaho","SNOTEL","Shoshone",5190,47.45749,-115.70457,170103020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.7,82,88,87,90,99,60,65,-1.95,35,25,14,"",21.5,20.2,20.27,19.65,8.7,37.2,"2005","1997",38
"300",217.98,110.45,"sntl_603","Lower Twin",603,"Montana","SNOTEL","Madison",7900,45.50871,-111.92288,100200071101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.4,80,81,80,81,100,45,47,-2.2,22,32,9,"",11.7,11.6,11.77,11.6,7,20.8,"1994","1997",41
"301",202.37,77.5,"sntl_604","Lubrecht Flume",604,"Montana","SNOTEL","Missoula",4680,46.88293,-113.32228,170102031204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.7,109,112,101,104,94,78,83,0.2,60,21,29,"",4.3,4.2,4.66,4.5,1,8.9,"1981","1972",51
"302",226.94,132.21,"sntl_609","Madison Plateau",609,"Montana","SNOTEL","Gallatin",7750,44.58623,-111.11627,100200070204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.5,81,88,80,86,100,51,52,-2.25,23,42,13,"",16.6,15.4,16.91,15.75,6.7,32.7,"1977","1997",54
"303",204.87,36.07,"sntl_613","Many Glacier",613,"Montana","SNOTEL","Glacier",4900,48.79698,-113.6705,90400010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,83,86,84,89,100,58,61,-1.1,36,29,17,"",10.6,10.2,10.51,9.9,2.6,19.5,"2005","1978",45
"304",242.41,120.75,"sntl_635","Monument Peak",635,"Montana","SNOTEL","Park",8850,45.21759,-110.237,100700020902,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.8,111,122,108,112,100,66,70,1.7,70,13,29,"",14.2,13,14.63,14.1,9.6,26.5,"2001","1997",41
"305",188.18,101.53,"sntl_638","Moose Creek",638,"Idaho","SNOTEL","Lemhi",6200,45.67008,-113.95315,170602030601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.9,103,108,103,105,100,74,79,0.6,62,15,22,"",12.5,12,12.54,12.3,7.3,22.9,"2001","1997",38
"306",196.22,58.75,"sntl_646","Moss Peak",646,"Montana","SNOTEL","Lake",6780,47.68493,-113.9623,170102080404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",24.9,98,104,95,104,100,57,57,0.85,60,15,22,"",25.4,24,26.08,24.05,16.5,47,"2001","1997",36
"307",213.61,56.88,"sntl_649","Mount Lockhart",649,"Montana","SNOTEL","Teton",6400,47.91727,-112.8238,100302050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.9,100,109,95,100,100,62,66,0,52,26,26,"",13.9,12.8,14.62,13.9,7,25.3,"1977","1972",53
"308",202.04,109.84,"sntl_656","Mule Creek",656,"Montana","SNOTEL","Beaverhead",8300,45.40957,-112.95927,100200041303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.5,102,109,100,105,98,59,62,0.5,57,18,24,"",10.3,9.6,10.55,10,6,17.6,"2005","1997",41
"309",202.98,77.86,"sntl_657","N Fk Elk Creek",657,"Montana","SNOTEL","Powell",6250,46.8716,-113.27725,170102031204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,97,101,89,93,100,57,60,-0.6,47,29,24,"",7.8,7.5,8.51,8.2,4.4,17.1,"1977","1972",54
"310",214.18,80.51,"sntl_903","Nevada Ridge",903,"Montana","SNOTEL","Lewis And Clark",7020,46.84234,-112.50787,170102030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,100,105,93,93,100,59,60,-0.7,42,16,12,"",10,9.5,10.79,10.7,6,17.7,"2005","2018",27
"311",180.56,98.7,"sntl_662","Nez Perce Camp",662,"Montana","SNOTEL","Ravalli",5650,45.73107,-114.48075,170102050204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,110,116,107,110,100,76,78,1,64,17,29,"",9.8,9.3,10.05,9.8,5.4,17.1,"2005","1997",45
"312",198.36,48.82,"sntl_664","Noisy Basin",664,"Montana","SNOTEL","Flathead",6040,48.15678,-113.94637,170102080208,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",28.4,102,104,100,104,100,60,60,1.1,54,22,26,"",27.9,27.3,28.53,27.3,14.6,51.1,"2001","1997",47
"313",197.56,68.05,"sntl_667","North Fork Jocko",667,"Montana","SNOTEL","Missoula",6330,47.2726,-113.75617,170102120702,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.1,83,85,83,87,100,55,57,-3.8,35,21,12,"",30.3,29.4,30.15,28.9,19,46.6,"2001","1997",32
"314",245.11,125.81,"sntl_670","Northeast Entrance",670,"Montana","SNOTEL","Yellowstone National Park",7350,45.00565,-110.01406,100700010602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,83,85,75,77,98,52,53,-1.8,20,44,12,"",7.2,7.1,8.02,7.8,3.9,13.8,"2001, 2005","1978",55
"315",238.8,83.05,"sntl_1008","Onion Park",1008,"Montana","SNOTEL","Meagher",7410,46.91348,-110.8536,100301030801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,89,91,87,88,98,51,51,-1.05,21,16,5,"",9,8.8,9.24,9.05,4.6,12.2,"2017","2020",20
"316",199.61,93.63,"sntl_930","Peterson Meadows",930,"Montana","SNOTEL","Granite",7200,46.12588,-113.30792,170102020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,108,110,99,103,100,52,54,0.2,58,22,28,"",6.1,6,6.65,6.4,3,13.1,"1977","1972",51
"317",231.53,89.19,"sntl_690","Pickfoot Creek",690,"Montana","SNOTEL","Meagher",6650,46.57978,-111.26832,100301030501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,72,76,71,74,98,46,49,-2,12,38,6,"",7.8,7.4,7.89,7.6,3.6,13.6,"2005","1982",43
"318",207.82,47.4,"sntl_693","Pike Creek",693,"Montana","SNOTEL","Pondera",5930,48.30305,-113.32868,100302010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,NA,NA,31,31,100,20,20,-10.2,9,41,4,"",NA,NA,14.7,14.8,3.2,31.9,"2016, 2019","1991",45
"319",245.31,116.77,"sntl_696","Placer Basin",696,"Montana","SNOTEL","Sweet Grass",8830,45.41905,-110.08844,100700020701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.3,112,120,109,117,100,62,64,1.9,73,12,30,"",11.9,11.1,12.16,11.4,7.1,19.9,"2001","1997",41
"320",174.15,44.63,"sntl_932","Poorman Creek",932,"Montana","SNOTEL","Lincoln",5100,48.12672,-115.62333,170101011301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.7,80,86,85,86,100,57,57,-3.3,37,27,16,"",25.8,24.1,24.34,24,10.1,44,"1981","1999",42
"321",241.83,101.06,"sntl_700","Porcupine",700,"Montana","SNOTEL","Park",6500,46.11192,-110.4696,100700030303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,74,76,73,77,97,45,46,-1,14,39,7,"",4.6,4.5,4.68,4.4,1.7,9.7,"1981","1997",45
"322",216.01,91.5,"sntl_722","Rocker Peak",722,"Montana","SNOTEL","Jefferson",8000,46.35613,-112.26176,100200060302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,118,119,107,109,99,58,60,0.85,62,21,34,"",9,8.9,9.92,9.75,4.4,16.3,"1977","2018",54
"323",260.48,58.85,"sntl_917","Rocky Boy",917,"Montana","SNOTEL","Hill",4700,48.17478,-109.64728,100500040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.1,86,86,80,83,82,53,57,-0.65,28,39,15,"",3.6,3.6,3.88,3.75,0,8,"2005","1978",54
"324",242.29,101.62,"sntl_725","S Fork Shields",725,"Montana","SNOTEL","Park",8100,46.0896,-110.43363,100700030301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,64,69,66,71,100,33,33,-2.8,7,38,3,"",10.8,10,10.49,9.7,6.5,22.4,"2017","1997",41
"325",234.19,105.08,"sntl_929","Sacajawea",929,"Montana","SNOTEL","Gallatin",6550,45.87395,-110.92783,100700030403,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9,92,87,91,93,100,57,64,-0.65,33,15,8,"",9.8,10.3,9.85,9.65,5.2,14.9,"2012","2018",22
"326",188.05,101.01,"sntl_727","Saddle Mtn.",727,"Montana","SNOTEL","Beaverhead",7940,45.69259,-113.96828,170102050502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.3,99,102,94,99,100,62,66,-0.15,47,29,25,"",17.4,16.9,18.37,17.45,7.3,30.5,"1977","1996",54
"327",215.61,121.77,"sntl_753","Short Creek",753,"Montana","SNOTEL","Madison",7000,44.97572,-111.95215,100200030106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,100,100,97,97,100,61,61,-0.1,44,19,15,"",3.8,3.8,3.9,3.9,2.7,5.3,"2009","1992, 1997, 2020",33
"328",232.13,115.13,"sntl_754","Shower Falls",754,"Montana","SNOTEL","Gallatin",8100,45.40125,-110.95758,100200081001,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.3,109,115,102,110,99,52,54,1.4,56,25,32,"",14,13.3,15.04,13.9,10.2,23.9,"1989","1997",56
"329",193.18,89.87,"sntl_760","Skalkaho Summit",760,"Montana","SNOTEL","Granite",7250,46.24212,-113.7725,170102021003,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.7,95,99,94,99,100,60,63,-0.2,43,26,19,"",15.5,14.9,15.61,14.9,7.4,29.4,"1977","1997",45
"330",190.46,108.69,"sntl_1286","Slagamelt Lakes",1286,"Montana","SNOTEL","Beaverhead",8620,45.36526,-113.71834,100200040308,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,NA,NA,100,100,100,NA,NA,0,NA,1,1,"",NA,NA,19.7,19.7,19.7,19.7,"2021","2021",1
"331",188.76,68.41,"sntl_783","Sleeping Woman",783,"Montana","SNOTEL","Sanders",6150,47.17902,-114.33368,170102120708,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.9,89,97,90,95,100,58,64,-0.5,34,20,11,"",11.1,10.2,11.01,10.4,6.4,20.8,"2005","1997",30
"332",241.77,86.45,"sntl_781","Spur Park",781,"Montana","SNOTEL","Judith Basin",8100,46.77962,-110.62165,100401030301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.7,110,115,100,102,99,62,63,0.3,54,26,30,"",14.3,13.6,15.71,15.4,7.4,27.5,"1987","1972",55
"333",188.37,30.41,"sntl_787","Stahl Peak",787,"Montana","SNOTEL","Lincoln",6030,48.90902,-114.86298,170101010801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",22.5,89,95,91,97,100,57,58,-0.8,40,28,19,"",25.3,23.7,24.66,23.3,12.3,43.1,"1977","1991",46
"334",238.13,82.66,"sntl_1009","Stringer Creek",1009,"Montana","SNOTEL","Meagher",6550,46.9269,-110.90198,100301030801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.2,112,111,102,104,100,66,68,0.3,58,9,12,"",7.3,7.4,8.03,7.9,4.1,10.7,"2017","2011",20
"335",193.95,73.45,"sntl_901","Stuart Mountain",901,"Montana","SNOTEL","Missoula",7400,46.99523,-113.92664,170102040102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.5,90,92,88,92,100,56,58,-1.8,31,19,9,"",22.7,22.2,23.37,22.3,15,35.8,"2005","1997",27
"336",218.6,126.46,"sntl_813","Tepee Creek",813,"Montana","SNOTEL","Madison",8000,44.78562,-111.71,100200070602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,84,83,84,84,99,51,50,-1.45,33,34,15,"",9.1,9.2,9.01,9.05,3.6,14.8,"1977","1997",50
"337",222.05,92.68,"sntl_893","Tizer Basin",893,"Montana","SNOTEL","Jefferson",6880,46.34937,-111.85308,100301010701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,77,77,77,76,98,48,49,-1.6,0,33,1,"Lowest",6.6,6.6,6.61,6.7,5.1,8.5,"2021","1990, 1997",33
"338",214.1,56.91,"sntl_847","Waldron",847,"Montana","SNOTEL","Teton",5600,47.91998,-112.79087,100302050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,81,86,76,77,100,51,54,-1.8,21,42,12,"",7.5,7.1,8.08,7.9,3.5,14.9,"2005","1972",53
"339",202.32,90.88,"sntl_850","Warm Springs",850,"Montana","SNOTEL","Granite",7800,46.27368,-113.164,170102010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.6,119,124,114,119,100,66,69,2.65,79,10,35,"",13.9,13.4,14.56,13.95,8.2,25.6,"2005","2018",44
"340",227.56,130.72,"sntl_924","West Yellowstone",924,"Montana","SNOTEL","Gallatin",6700,44.65866,-111.09199,100200070205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.3,86,99,81,87,100,56,58,-1.1,37,35,19,"",8.5,7.4,9.05,8.4,2.8,17.1,"1977","1971",55
"341",226.51,131.6,"sntl_858","Whiskey Creek",858,"Montana","SNOTEL","Gallatin",6800,44.61088,-111.14998,100200070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.3,82,90,82,89,100,53,55,-1.15,31,35,15,"",11.4,10.3,11.39,10.45,4.3,20.2,"1977","1997",50
"342",246.82,125.18,"sntl_862","White Mill",862,"Montana","SNOTEL","Park",8700,45.04575,-109.90987,100700060202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,120,124,113,115,99,70,74,2.55,74,13,36,"",16.4,15.9,17.4,17.15,9,32,"2001","2018",48
"343",211.97,66.84,"sntl_876","Wood Creek",876,"Montana","SNOTEL","Lewis And Clark",5960,47.44847,-112.81428,100301040202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.2,83,81,81,79,98,50,56,-1.4,33,29,14,"",6.3,6.4,6.38,6.6,2.1,11.4,"1984","1997",43
"344",148.85,178.79,"sntl_321","Bear Creek",321,"Nevada","SNOTEL","Elko",8040,41.83384,-115.45278,170501020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,66,67,69,69,100,41,43,-4.1,20,34,9,"",13.8,13.5,13.24,13.2,5.4,23.8,"1987","1984",42
"345",151.24,235.32,"sntl_334","Berry Creek",334,"Nevada","SNOTEL","White Pine",9377,39.31917,-114.62278,160600081301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,62,66,65,67,100,34,38,-3.2,28,30,12,"",10.3,9.7,9.83,9.6,3.9,25.6,"1987, 2012","2005",41
"346",144.75,179.54,"sntl_336","Big Bend",336,"Nevada","SNOTEL","Elko",6898,41.76168,-115.6931,170501040104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,64,66,65,64,100,46,45,-2.6,24,33,11,"",7.2,7,7.09,7.2,2.2,13.5,"1987","1984",43
"347",110.49,227.3,"sntl_337","Big Creek Sum",337,"Nevada","SNOTEL","Lander",8685,39.29148,-117.11506,160401070303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,76,81,78,81,100,43,45,-2.1,32,28,14,"",11.5,10.7,11.12,10.8,2.6,24.6,"2012","1984",41
"348",65.57,212.77,"sntl_340","Big Meadow",340,"Nevada","SNOTEL","Washoe",8235,39.455,-119.9422,160501020505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.1,78,76,77,76,100,48,52,-3.55,41,23,16,"",14.3,14.7,14.42,14.65,3.4,38.4,"1991","2017",38
"349",151.42,232.19,"sntl_1155","Bird Creek",1155,"Nevada","SNOTEL","White Pine",7537,39.46138,-114.64863,160600081304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2,NA,NA,75,67,100,55,57,-1,33,7,4,"",NA,NA,2.68,3,0,5,"2015, 2018","2016",10
"350",120.22,295.99,"sntl_1111","Bristlecone Trail",1111,"Nevada","SNOTEL","Clark",8890,36.31575,-115.69543,150100150206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.8,NA,NA,35,47,93,26,35,-3.1,8,12,2,"2nd Lowest",NA,NA,7.99,5.9,2.2,20.6,"2018","2011",13
"351",115.78,173.4,"sntl_373","Buckskin Lower",373,"Nevada","SNOTEL","Humboldt",6930,41.75067,-117.53182,160401090502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7,97,99,99,100,100,65,66,0,50,21,20,"",7.2,7.1,7.06,7,1.7,14.1,"2015","1984",41
"352",150.73,238.7,"sntl_1152","Cave Mountain",1152,"Nevada","SNOTEL","White Pine",10578,39.16337,-114.6133,160600080402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.7,NA,NA,66,65,100,38,45,-2.55,22,8,3,"",NA,NA,7.08,7.25,2.6,12.2,"2018","2017",10
"353",140.53,211.81,"sntl_417","Corral Canyon",417,"Nevada","SNOTEL","Elko",8445,40.27551,-115.54017,160401030401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,70,70,70,69,100,39,40,-3.3,19,35,9,"",10.6,10.5,10.57,10.7,3.7,20.3,"2012","1984",43
"354",132.41,226.01,"sntl_443","Diamond Peak",443,"Nevada","SNOTEL","Eureka",8017,39.56361,-115.84421,160600051503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,91,86,93,93,100,60,61,-0.3,43,22,16,"",4.6,4.9,4.49,4.5,0.3,11,"2015","1984",38
"355",106.57,166.39,"sntl_445","Disaster Peak",445,"Nevada","SNOTEL","Humboldt",6260,41.96737,-118.18934,160402010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,58,63,65,75,100,48,48,-1.4,38,25,15,"",7.3,6.7,6.48,5.6,0,18.6,"2007, 2015, 2018, more","1984",40
"356",148.54,199.69,"sntl_453","Dorsey Basin",453,"Nevada","SNOTEL","Elko",7903,40.89343,-115.21104,160401010604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,65,64,66,67,100,41,45,-3.4,19,35,9,"",10.5,10.6,10.28,10.2,4.4,22.5,"2018","1984",43
"357",150.13,182.9,"sntl_454","Draw Creek",454,"Nevada","SNOTEL","Elko",7332,41.661,-115.3234,160401010403,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.3,73,76,76,83,100,53,50,-1.3,41,23,16,"",8.6,8.3,8.33,7.6,2.3,20.3,"2018","1997",38
"358",148.26,200.29,"sntl_1243","Dry Creek",1243,"Nevada","SNOTEL","Elko",6555,40.8638,-115.22014,160401010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,NA,NA,89,81,97,63,64,-0.8,43,5,4,"",NA,NA,3.94,4.3,0.3,7.3,"2015, 2018","2017",8
"359",138.59,176.9,"sntl_476","Fawn Creek",476,"Nevada","SNOTEL","Elko",7031,41.82098,-116.10153,170501040304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.8,65,70,68,71,100,42,42,-3.2,25,31,9,"",12,11.2,11.55,11,4.6,21.6,"2018","1984",41
