"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Granite Peak",498,"Nevada","SNOTEL","Humboldt",8503,41.67032,-117.56668,160401090601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.4,87,92,91,97,100,52,60,-0.4,48,22,20,"",15.4,14.5,14.74,13.8,4.7,32.8,"2012","1984",41
"Grassy Lake",499,"Wyoming","SNOTEL","Teton",7265,44.12612,-110.83435,170402030202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.4,88,89,89,91,100,59,60,-2.1,30,29,13,"",23.2,22.9,22.99,22.5,14.8,38,"1987, 2001","1997",41
"Grave Creek",500,"Montana","SNOTEL","Flathead",4300,48.91453,-114.76663,170101010801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,83,83,84,84,97,61,62,-1.8,22,36,10,"",11.5,11.6,11.46,11.4,6.3,18,"1977","1978",46
"Grave Springs",501,"Wyoming","SNOTEL","Natrona",8550,43.46643,-107.23977,100902010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,59,66,63,67,97,33,35,-1.7,4,28,2,"2nd Lowest",5.9,5.3,5.55,5.2,3.4,9.2,"2003","1997",29
"Grayback",1058,"Colorado","SNOTEL","Rio Grande",11620,37.47033,-106.53783,130100020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,NA,NA,60,66,90,43,47,-2.9,38,11,7,"",NA,NA,9.38,8.5,2,22.4,"2018","2008",17
"Green Lake",502,"Washington","SNOTEL","Yakima",5920,46.54741,-121.17093,170300030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.3,101,107,103,104,100,70,72,0.7,55,18,22,"",17.1,16.2,16.87,16.6,6.2,30.7,"2005","1997",39
"Green Mountain",503,"Nevada","SNOTEL","Elko",8185,40.3848,-115.52757,160401030401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,59,58,60,59,100,43,45,-5,18,34,8,"",12,12.3,11.81,12.1,3.7,28.5,"2018","1984",41
"Greenpoint",504,"Oregon","SNOTEL","Hood River",3310,45.62237,-121.70415,170701050603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,45,45,51,50,100,36,36,-6.85,27,31,12,"",15.4,15.4,13.42,13.75,0,32.3,"2015","1985",42
"Grizzly Peak",505,"Colorado","SNOTEL","Summit",11100,39.64631,-105.86973,140100020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,81,86,79,79,100,47,48,-2.4,28,30,12,"",11.2,10.6,11.59,11.5,5.7,19.3,"1981","1996",41
"Gros Ventre Summit",506,"Wyoming","SNOTEL","Teton",8750,43.38939,-110.12943,170401020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,67,70,68,70,100,43,46,-2.6,10,37,4,"",9.3,8.8,9.15,8.8,5.2,18.3,"2010","1997",41
"Grouse Camp",507,"Washington","SNOTEL","Kittitas",5390,47.28107,-120.48771,170300010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.4,NA,NA,104,109,100,76,77,1.3,66,14,26,"",NA,NA,14.78,14.1,5.9,25.4,"2005","1999",39
"Grouse Creek Divide",964,"Alaska","SNOTEL","Kenai Peninsula",700,60.25965,-149.34228,190203020902,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",22.8,182,166,189,181,97,132,120,10.2,100,1,23,"Highest",12.5,13.7,12.05,12.6,0.8,22.8,"2015","2021",23
"Gunsight Pass",944,"Wyoming","SNOTEL","Sublette",9820,43.38332,-109.87815,170401020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,90,94,91,96,100,55,62,-0.4,41,14,10,"",9.4,9,9.37,8.9,5.3,15.6,"2010","2017",23
"Gutz Peak",1065,"Utah","SNOTEL","Washington",6763,37.49617,-113.94235,150100100101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,62,73,62,64,98,45,51,-2.5,38,11,7,"",7.3,6.2,7.26,7,0.4,17.2,"2018","2010",17
"Hagans Meadow",508,"California","SNOTEL","El Dorado",7742,38.8519,-119.9374,160501010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.6,103,102,107,111,100,70,74,1.2,57,19,24,"",12.2,12.3,11.75,11.4,0.9,30.3,"2018","2017",43
"Hams Fork",509,"Wyoming","SNOTEL","Lincoln",7840,42.146,-110.67833,140401070504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.7,93,96,92,97,100,64,69,-0.2,47,19,17,"",8.3,8,8.37,7.9,4.9,15.3,"2010","1997",35
"Hand Creek",510,"Montana","SNOTEL","Flathead",5035,48.30754,-114.84075,170102100304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,87,90,88,92,100,60,60,-0.6,34,30,15,"",8.2,7.9,8.07,7.7,2.8,15.5,"2005","1997",45
"Hannagan Meadows",511,"Arizona","SNOTEL","Greenlee",9020,33.65387,-109.30952,150601010107,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.9,20,20,22,23,59,16,18,-6.4,7,38,4,"",9.7,9.4,8.78,8.3,0.5,20.1,"2000","1993",41
"Hansen Sawmill",512,"Wyoming","SNOTEL","Johnson",8360,44.25602,-106.97983,100902060101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,98,95,94,93,100,52,54,-0.3,36,26,14,"",4.1,4.2,4.27,4.3,1.9,6,"2007","2017",40
"Happy Jack",969,"Arizona","SNOTEL","Coconino",7630,34.74598,-111.41207,150602020604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,70,87,77,95,81,54,58,-0.2,33,15,8,"",5.6,4.5,5.06,4.1,0,14.1,"2000, 2006","2010",22
"Hardscrabble",896,"Utah","SNOTEL","Morgan",7250,40.86833,-111.71865,160201020105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,57,64,64,66,100,44,46,-4.45,15,24,5,"",15,13.4,13.38,13.05,5.3,24,"2018","1997",28
"Harris Flat",514,"Utah","SNOTEL","Kane",7792,37.48997,-112.57602,160300010104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.5,45,60,44,54,89,28,32,-2.1,25,31,10,"",5.5,4.2,5.72,4.6,0,18,"2015, 2018","1993",41
"Harts Pass",515,"Washington","SNOTEL","Okanogan",6490,48.72047,-120.6586,171100050501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",39.9,128,134,124,125,100,83,85,8,84,7,33,"",31.2,29.7,32.18,31.9,13.6,57,"2005","1991",39
"Hawkins Lake",516,"Montana","SNOTEL","Lincoln",6450,48.9723,-115.95337,170101050201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.4,93,97,86,87,98,55,56,-2.4,38,33,21,"",17.7,16.9,19.07,18.8,8.8,36.5,"2001","1974",53
"Hawley Lake",1271,"Arizona","SNOTEL","Apache",8300,33.97142,-109.76528,150601020106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5,NA,NA,58,47,94,41,41,-5.65,20,5,2,"2nd Lowest",NA,NA,8.67,10.65,2.2,12.2,"2018","2016",6
"Hayden Fork",517,"Utah","SNOTEL","Summit",9130,40.79669,-110.88472,160101010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,66,72,66,72,100,41,42,-2.7,10,39,5,"",10.7,9.9,10.73,9.8,4.4,18,"1992","2017",43
"Hayden Pass",1102,"Colorado","SNOTEL","Saguache",10720,38.29326,-105.8505,130100030301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,NA,NA,71,66,95,45,44,-3.6,15,12,3,"",NA,NA,10.04,10.7,1.8,17.4,"2018","2008",14
"Heavenly Valley",518,"California","SNOTEL","El Dorado",8534,38.92431,-119.91641,160501010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.7,70,76,72,81,100,44,49,-2.9,36,28,15,"",18.1,16.7,17.62,15.6,5.8,40.5,"1991","2017",43
"Heber",519,"Arizona","SNOTEL","Coconino",7640,34.31202,-110.75431,150200100201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.3,5.5,4.73,4.1,0,15.1,"2006, 2014, 2015, more","2010",40
"Heen Latinee",1270,"Alaska","SNOTEL","Juneau",2065,58.69652,-134.86448,190103010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.4,NA,NA,132,126,100,101,103,3.2,80,2,5,"2nd Highest",NA,NA,11.63,12.2,5.2,17.7,"2018","2020",6
"Hemlock Butte",520,"Idaho","SNOTEL","Clearwater",5810,46.48111,-115.63361,170603070601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29,92,93,92,93,100,61,61,-2.25,35,25,14,"",31.4,31.3,31.4,31.25,17.3,51.7,"2005","1997",38
"Hewinta",521,"Utah","SNOTEL","Summit",9500,40.95009,-110.48419,140401070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,72,74,72,75,100,39,39,-1.6,6,34,2,"2nd Lowest",6.8,6.6,6.77,6.5,4.1,10.9,"2010","1996, 1997",36
"Hickerson Park",522,"Utah","SNOTEL","Daggett",9122,40.90663,-109.96287,140401060501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,85,87,80,81,100,44,43,-0.9,26,27,9,"",4.6,4.5,4.9,4.8,2.6,8.3,"2009","2020",36
"Hidden Lake",988,"Idaho","SNOTEL","Boundary",5040,48.8937,-116.75748,170101040502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",24.4,101,94,104,106,99,67,68,1.3,55,10,12,"",24.2,26,23.47,23.1,11.1,31.5,"2001","2006",21
"High Lonesome",1187,"Colorado","SNOTEL","Grand",10620,40.03592,-105.75471,140100010205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,NA,NA,80,77,100,48,49,-2.95,14,7,2,"2nd Lowest",NA,NA,12.56,12.95,9.3,16.1,"2018","2014",8
"High Ridge",523,"Oregon","SNOTEL","Umatilla",4920,45.69682,-118.10657,170701030103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18,98,102,100,105,100,70,70,0.9,55,20,24,"",18.4,17.7,18.05,17.1,6,33.6,"2005","1982",43
"Hilts Creek",524,"Idaho","SNOTEL","Custer",8000,44.01897,-113.4723,170402170401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,77,77,78,78,99,49,50,-1.9,21,31,9,"",8.6,8.6,8.51,8.5,3.1,15.6,"1991","1997",39
"Hobble Creek",1223,"Utah","SNOTEL","Utah",7377,40.18538,-111.35971,160202020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,NA,NA,59,60,100,46,53,-3.7,13,8,2,"2nd Lowest",NA,NA,9.54,9.3,4.5,17.7,"2018","2017",9
"Hobbs Park",525,"Wyoming","SNOTEL","Fremont",10100,42.86984,-109.09455,100800030207,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",9.4,8.2,9.48,8.9,4.9,16.1,"2001","2017",42
"Hogg Pass",526,"Oregon","SNOTEL","Linn",4790,44.42042,-121.85655,170900040201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.7,74,96,64,68,100,43,47,-6.85,24,32,9,"",19.8,15.3,22.87,21.55,0,52.1,"2015","1999",42
"Hole-in-Mountain",527,"Nevada","SNOTEL","Elko",8163,40.94168,-115.0954,160600071602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.3,30,36,33,38,88,21,24,-7.1,3,34,2,"2nd Lowest",14.3,12.1,13.15,11.4,3.4,35.1,"1987","1997",35
"Hole-in-Rock",528,"Utah","SNOTEL","Summit",9168,40.92167,-110.18623,140401060205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,76,76,73,76,100,39,42,-1.1,11,32,4,"",4.5,4.5,4.68,4.5,2.6,8.4,"2009","2020",36
"Holland Meadows",529,"Oregon","SNOTEL","Lane",4930,43.66917,-122.56877,170900020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.5,55,60,62,71,100,38,39,-3.8,31,28,12,"",17.4,15.8,15.21,13.3,0,37.5,"2015","1989",40
"Hoodoo Basin",530,"Montana","SNOTEL","Mineral",6050,46.9751,-115.0349,170102040607,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",24.4,84,89,79,83,100,52,54,-5.1,28,40,16,"",29.2,27.4,31.01,29.5,9.8,54.1,"1977","1971",55
"Hoosier Pass",531,"Colorado","SNOTEL","Summit",11400,39.36127,-106.05978,140100020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.4,85,89,84,86,100,47,49,-1.4,28,30,11,"",9.9,9.4,10.06,9.8,5.1,16.6,"2013","1997",41
"Hopewell",532,"New Mexico","SNOTEL","Rio Arriba",10000,36.71631,-106.26348,130201021401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.3,79,77,83,94,99,52,52,-0.7,37,27,15,"",13.1,13.4,12.37,11,2.4,21.8,"2018","2008",42
"Horse Meadow",1050,"California","SNOTEL","Alpine",8557,38.83652,-119.88732,160502010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.5,68,71,78,87,100,51,56,-1.75,41,11,7,"",16.9,16.1,14.81,13.25,4.7,35.9,"2012","2017",18
"Horse Ridge",533,"Utah","SNOTEL","Morgan",8199,41.31372,-111.44624,160201010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.3,54,56,54,55,100,36,36,-6.8,10,39,3,"",15.5,14.8,15.27,15.1,7,33.5,"1981","1997",43
"Hourglass Lake",1122,"Colorado","SNOTEL","Larimer",9380,40.57913,-105.63068,101900070101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,NA,NA,84,83,100,46,48,-1.3,25,10,4,"",NA,NA,7.4,7.5,3.2,10,"2013","2020",13
"Howard Prairie",1158,"Oregon","SNOTEL","Jackson",4580,42.215,-122.3713,180102060401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,NA,NA,119,100,100,78,62,0,50,5,5,"",NA,NA,3.87,4.6,0,7.5,"2015","2016",9
"Howell Canyon",534,"Idaho","SNOTEL","Cassia",7980,42.32029,-113.61587,170402090602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.1,77,81,75,79,100,48,49,-3.5,25,31,11,"",17,16.1,17.58,16.6,5.1,36.9,"1981","1997",41
"Huckleberry Creek",928,"Washington","SNOTEL","Pierce",2250,47.06565,-121.58778,171100140307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.4,14,27,16,23,67,9,10,-1.35,30,17,8,"",2.9,1.5,2.53,1.75,0,10.1,"2014, 2015, 2018, more","2008",24
"Humboldt Gulch",535,"Idaho","SNOTEL","Shoshone",4250,47.53178,-115.77643,170103020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.9,145,158,144,149,99,108,119,4.6,89,5,34,"",9.6,8.8,9.67,9.3,1.3,20.6,"2005","2008",38
"Huntington Horse",1216,"Utah","SNOTEL","Sanpete",9652,39.61774,-111.30576,140600070201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.7,NA,NA,70,66,100,49,49,-5.1,13,8,2,"2nd Lowest",NA,NA,13.86,14.8,5.2,20.8,"2018","2017",9
"Hyndman",537,"Idaho","SNOTEL","Blaine",7620,43.71077,-114.15894,170402190402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,88,89,90,94,100,58,61,-0.5,48,22,20,"",8.6,8.5,8.43,8.1,3.4,20.5,"1987","1997",41
"Idarado",538,"Colorado","SNOTEL","Ouray",9800,37.9339,-107.67552,140200060201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,89,99,89,95,100,54,55,-0.4,48,22,18,"",9.1,8.2,9.1,8.5,4.6,19.2,"1990","1997",41
"Independence Camp",539,"California","SNOTEL","Sierra",6980,39.45269,-120.29367,160501020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.1,92,103,102,115,100,62,67,1.6,62,17,26,"",13.2,11.8,11.88,10.5,1.1,28.1,"2015","1983",43
"Independence Creek",540,"California","SNOTEL","Sierra",6436,39.49001,-120.28226,160501020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,68,68,74,82,100,47,48,-1.5,40,25,17,"",10.2,10.2,9.27,8.4,0.4,17.4,"2014","1983",41
"Independence Lake",541,"California","SNOTEL","Nevada",8338,39.42752,-120.31342,160501020104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,71,71,74,79,100,43,44,-5.1,38,27,17,"",27.6,27.6,26.66,24.8,4.5,58.6,"1991","2017",43
"Independence Mine",1091,"Alaska","SNOTEL","Matanuska-Susitna",3550,61.79117,-149.27967,190205051202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.4,87,88,79,89,100,47,46,-1.05,35,12,7,"",9.7,9.6,10.65,9.45,7,16.6,"2015","2020",18
"Independence Pass",542,"Colorado","SNOTEL","Pitkin",10600,39.07539,-106.61169,140100040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,80,86,81,82,100,49,51,-1.9,25,31,9,"",11.1,10.3,10.96,10.8,5.3,17.2,"2013","1997",41
"Indian Canyon",543,"Utah","SNOTEL","Duchesne",9171,39.89166,-110.74604,140600040701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,67,73,66,72,100,41,44,-2,22,33,10,"",7.6,7,7.67,7.1,2.9,17.8,"1987","2005",42
"Indian Creek",544,"Wyoming","SNOTEL","Lincoln",9425,42.30023,-110.67753,140401070502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.7,73,79,74,79,100,46,51,-3.3,11,35,3,"",17.3,16,17.22,16,11.7,34.1,"1994","1997",39
"Indian Pass",946,"Alaska","SNOTEL","Anchorage",2350,61.06767,-149.4795,190204010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",21.6,126,123,130,127,100,87,87,4.55,85,7,36,"",17.1,17.6,16.61,17.05,6.1,25.2,"1996","2012",42
"Indian Rock",1129,"Washington","SNOTEL","Klickitat",5360,45.99077,-120.80767,170701060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.4,NA,NA,59,53,99,36,34,-9.25,9,11,2,"2nd Lowest",NA,NA,17.56,19.65,1.1,25.1,"2015","2016",12
"Irish Taylor",545,"Oregon","SNOTEL","Deschutes",5540,43.80368,-121.94793,170703010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25.7,25.1,23.65,23.2,8.1,42.2,"2015","1999",42
"Island Park",546,"Idaho","SNOTEL","Fremont",6290,44.4203,-111.38512,170402020601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,88,94,89,94,100,64,66,-0.6,46,22,18,"",11.4,10.6,11.26,10.6,6.3,19.6,"2001","1997",40
"Ivanhoe",547,"Colorado","SNOTEL","Pitkin",10400,39.29202,-106.54923,140100040501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,101,114,94,102,100,54,56,0.2,52,15,16,"",9.5,8.4,10.23,9.4,6.8,16,"2002","2017",30
"JL Meadow",1287,"Montana","SNOTEL","Beaverhead",8800,44.77665,-113.12217,100200011202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,NA,NA,80,85,100,43,43,-1.2,0,3,1,"Lowest",NA,NA,8.37,7.9,6.7,10.5,"2021","2020",3
"Jack Creek Upper",548,"Nevada","SNOTEL","Elko",7377,41.54675,-116.00517,170501050201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,55,62,58,64,100,36,38,-3.8,12,38,6,"",12.5,11.2,11.88,10.7,4.7,23.3,"1981","1984",43
"Jack Wade Jct",1275,"Alaska","SNOTEL","Southeast Fairbanks",3585,64.1529,-141.32693,190705022204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.3,NA,NA,77,89,100,54,54,-0.4,40,4,2,"2nd Lowest",NA,NA,4.3,3.7,2.7,6.6,"2017","2016",6
"Jacks Peak",549,"Nevada","SNOTEL","Elko",8424,41.5136,-116.0117,170501050201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,9.95,9.95,9.6,10.3,"2018","2019",2
"Jackson Peak",550,"Idaho","SNOTEL","Boise",7070,44.05092,-115.44322,170501200304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.7,92,91,95,98,100,61,63,-0.3,47,21,18,"",19.3,19.5,18.71,18,10.4,36,"1991","1997",39
"Jackwhacker Gulch",935,"Colorado","SNOTEL","Clear Creek",10960,39.56667,-105.8,101900020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,87,88,86,89,100,48,46,-0.8,32,16,8,"",7.6,7.5,7.64,7.4,4.1,11.8,"2013","2017",23
"Joe Wright",551,"Colorado","SNOTEL","Larimer",10120,40.53215,-105.887,101900070204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.2,86,88,86,90,100,46,50,-1.4,31,30,14,"",14.2,13.8,14.21,13.6,7.9,22.8,"1981","1979",43
"Jones Corral",1099,"Utah","SNOTEL","Garfield",9749,38.07125,-112.16788,160300020507,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,NA,NA,51,53,100,29,28,-3.4,8,13,2,"2nd Lowest",NA,NA,7.63,7.3,2.9,10.9,"2018","2017",14
"Jones Pass",970,"Colorado","SNOTEL","Grand",10400,39.7645,-105.90623,140100010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,85,99,87,91,100,50,51,-0.85,38,14,9,"",10.1,8.7,9.93,9.45,6.3,15.7,"2013","2006",22
"Jump Off Joe",552,"Oregon","SNOTEL","Linn",3520,44.38605,-122.16683,170900060201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.8,27,30,32,42,85,21,22,-3.9,19,35,9,"",10.2,9.3,8.63,6.7,0,30.4,"2010, 2015, 2018, more","2008",43
"June Lake",553,"Washington","SNOTEL","Skamania",3440,46.14778,-122.15413,170800020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",26.6,89,89,92,90,100,59,59,-3,44,21,17,"",29.9,29.8,28.78,29.6,0,67.6,"2015","2008",37
"Kalamazoo",1150,"Nevada","SNOTEL","White Pine",7775,39.5579,-114.62762,160600080700,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.7,NA,NA,70,67,100,51,53,-1.8,33,7,4,"",NA,NA,5.29,5.5,1.8,10,"2018","2016",10
"Kantishna",1072,"Alaska","SNOTEL","Denali",1550,63.54167,-150.994,190803101805,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.3,NA,NA,92,92,100,58,58,-0.45,0,2,1,"Lowest",NA,NA,5.75,5.75,5.3,6.2,"2021","2020",2
"Kelley R.S.",554,"Wyoming","SNOTEL","Lincoln",8180,42.26554,-110.80177,140401070501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,86,93,85,94,100,55,60,-0.6,37,25,15,"",10.6,9.8,10.68,9.7,6.4,21.1,"1994","1997",39
"Kelly Station",1175,"Alaska","SNOTEL","Northwest Arctic",310,67.93333,-162.28333,190504030802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,NA,NA,114,117,100,62,64,0.65,64,5,8,"",NA,NA,3.96,3.85,0.9,7.8,"2020","1993",12
"Kenai Moose Pens",966,"Alaska","SNOTEL","Kenai Peninsula",300,60.727,-150.47517,190203021601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.6,90,95,95,103,100,71,72,0.1,56,15,18,"",4,3.8,3.79,3.5,0.1,6.8,"2003","1992",33
"Kendall R.S.",555,"Wyoming","SNOTEL","Sublette",7740,43.2493,-110.01662,140401010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.3,89,97,87,95,100,61,67,-0.45,46,20,16,"",9.3,8.6,9.49,8.75,4.1,20.1,"2010","1997",36
"Kilfoil Creek",1145,"Utah","SNOTEL","Morgan",7220,41.24764,-111.41249,160201010603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,NA,NA,72,72,100,51,52,-2.5,20,9,3,"",NA,NA,9.01,9,5.3,15,"2013, 2018","2017",11
"Kiln",556,"Colorado","SNOTEL","Pitkin",9600,39.31724,-106.61453,140100040504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,73,79,74,79,92,47,47,-1.6,20,33,9,"",8.3,7.7,8.28,7.7,4.5,13.9,"1981, 2013","1997",41
"Kimberly Mine",557,"Utah","SNOTEL","Piute",9101,38.48383,-112.39273,160300030104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,61,60,62,61,100,36,39,-4,7,38,4,"",10.2,10.3,10.04,10.2,3.8,15.2,"2018","1993",41
"King Mountain",558,"Oregon","SNOTEL","Jackson",4340,42.72395,-123.20037,171003020701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,147,350,147,350,93,68,75,4,75,11,31,"",3.8,1.6,3.81,1.6,0,20.2,"2012, 2014, 2015, more","2008",41
"Kings Cabin",559,"Utah","SNOTEL","Uintah",8728,40.71632,-109.54401,140600100303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,35,41,37,41,100,22,23,-3.75,2,41,2,"2nd Lowest",7.4,6.4,7.05,6.35,2.1,15.4,"2015","2005",42
"Kirwin",560,"Wyoming","SNOTEL","Park",9550,43.86067,-109.32163,100800090101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,97,108,89,99,100,50,55,-0.1,48,22,20,"",6.8,6.1,7.38,6.7,3.2,14.6,"1981","2018",41
"Klondike Narrows",1115,"Utah","SNOTEL","Cache",7250,41.96769,-111.59713,160102030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.8,NA,NA,71,75,100,47,48,-3.3,9,11,2,"2nd Lowest",NA,NA,13.83,13.1,9.5,21.5,"2018","2017",12
"Kolob",561,"Utah","SNOTEL","Iron",9263,37.52664,-113.05386,150100080102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,60,69,59,66,99,35,38,-4.4,29,31,13,"",14.2,12.4,14.35,12.9,3,39.9,"1981","2005",43
"Kraft Creek",562,"Montana","SNOTEL","Missoula",4750,47.42749,-113.77515,170102110104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,NA,NA,87,88,100,63,65,-1.2,38,26,13,"",NA,NA,10.15,10,3.8,20.9,"2005","1997",41
"Lake Creek R.S.",563,"Oregon","SNOTEL","Grant",5240,44.21007,-118.63752,170501160102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,84,79,88,84,100,67,69,-1.5,43,25,19,"",9.6,10.2,9.2,9.6,1.5,15,"1991","1982, 1984",43
